Date,Content Type,Sent by,Post,Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
2022-12-15 11:00:00,Photo,Sophia Amuka,"The Stanbic IBTC Stockbroking app has been upgraded for your convenience. 
Simply update your Super app to access our trading capabilities via the Stocks module.

#TrustedBroker
#ITCANBE",1191.0,1121.0,1121.0,1.85,1.96,22.0,12.0,12.0,9.0,1.0
2022-11-14 18:55:00,Photo,Other,"One step at a time, we can transform the lives of children living with limb loss.
Are you ready to walk #Together4ALimb?
Visit the link in our bio and click on 'Together4ALimb App'  to download the app and start walking.
#VirtualT4AL2022
#ITCANBE",1185.0,1121.0,1121.0,2.36,2.5,28.0,25.0,25.0,2.0,1.0
2021-10-29 17:07:00,Photo,Blessing Ubah,"Do you know that anyone can become a Stanbic IBTC @ease agent, even you!
Visit the link in our bio and click on “Become a Stanbic IBTC @ease agent” to get started.
Call 01 422 9099 or send an email to ease@stanbicibtc.com for more details.
#StanbicIBTCNextToYou
#ITCANBE",1215.0,1121.0,1121.0,1.98,2.14,24.0,22.0,22.0,2.0,0.0
2021-07-15 10:30:00,Photo,Kemi Amoo,"Ben and Lydia got married about five years ago. Two years into the marriage, the couple found out that Ben had a terminal disease and they did not plan properly by writing up a Will. When Ben passed on, his family took over his assets. Without a Will, there was nothing his wife and son could do. Don’t allow this to be your story, write a Will today.
Visit the link in the bio and click on ‘Enquiries’ to begin.
#ITCANBE",1189.0,1121.0,1121.0,2.78,2.94,33.0,32.0,32.0,0.0,1.0
2020-02-19 17:59:00,Video,Other,Home is where the heart is. Home is also where we build families that become our support system when life happens. Ensuring that your family is safe and cared for should be your utmost priority. Secure your family’s financial future by leaving a #SimpleWill behind for when life happens. You’re not too young to leave a good #Legacee. You’re not too young to set up a simple will. Call 01 270 6800 or email SITLAgency@stanbicibtc.com to get started. #WealthWednesday,1236.0,1121.0,1121.0,3.56,3.93,44.0,43.0,43.0,1.0,0.0
2023-06-02 10:00:00,Photo,Kemi Amoo,"Join the esteemed network for enhanced net worth. Be a part of the Blue Blossom community to explore insights on investments, savings, and growth prospects that will elevate your financial future. Visit the link in our bio and click on 'Join The Blue Blossom Community' to join.

#GoBloom
#ITCANB",1186.0,1117.0,1117.0,1.94,2.06,23.0,17.0,17.0,4.0,2.0
2023-04-18 09:00:00,Photo,Sophia Amuka,"Secure your future with FGN Bonds; a reliable and low-risk way to grow your wealth. Send an email to CallMe@stanbicibtc.com to get started with as little as N5000.

#ITCANBE​",1210.0,1117.0,1117.0,2.07,2.24,25.0,21.0,21.0,2.0,2.0
2022-03-22 13:45:00,Photo,Blessing Ubah,"Timi has been out of job for a year now and needed to access 25% of his pension to help with a startup business. 
Thanks to the Pension module on the Stanbic IBTC Super App, he was able to check his eligibility and now his new business is up and running.
Visit your app store now to download the Stanbic IBTC Super App today.
#ITCANBE",1186.0,1117.0,1117.0,1.35,1.43,16.0,13.0,13.0,3.0,0.0
2022-07-25 19:34:00,Video,Other,"Why have six passwords when you can have one!​
With OnePass on the Stanbic IBTC Super App, you can log in to all your active modules on the mobile app with just one username and ID.​
Visit your app store now to download the mobile app.​
#ITCANBE",1219.0,1115.0,1115.0,3.12,3.41,38.0,20.0,20.0,18.0,0.0
2021-10-09 12:57:00,Photo,Blessing Ubah,"It’s a GOAL!!!
The UNN Lions have scored the first match of the day.
Even in the rain they are giving their best to win.
#HiFL2021
#HiFLStanbicIBTC
#ITCANBE",1203.0,1114.0,1114.0,1.83,1.97,22.0,21.0,21.0,0.0,1.0
2021-10-05 14:35:00,Photo,Blessing Ubah,"'- Wash your hands with running water.
- Sneeze into your elbows.
- Wear a face mask.
- Stay six feet away from others.
- Always open up your windows for ventilation.
Source - @WHO
#StaySafe
#ITCANBE",1185.0,1114.0,1114.0,1.18,1.26,14.0,14.0,14.0,0.0,0.0
2021-09-21 12:01:00,Photo,Blessing Ubah,"We understand the stress that comes with school fees payment, especially with the school resumption now here.
We have you covered with our Unsecured Personal Loans to help sort out school fees for your children.
To know more, send an email to CustomerCareNigeria@stanbicibtc.com or call 0700 909 909 909 for more details.
 #ITCANBE",1184.0,1114.0,1114.0,2.03,2.15,24.0,24.0,24.0,0.0,0.0
2019-11-06 13:29:00,Carousel,Other,It is important that we stay conscious of our environment while commuting as there have been several reported instances of traffic robberies in broad day light and at night time. #WealthWednesday,1855.0,1114.0,1114.0,3.02,5.03,56.0,54.0,54.0,1.0,1.0
2023-06-27 15:07:00,Photo,Blessing Ubah,"They give their today to grow your business, so why not ensure a future without worries for them? Move your employees to a Stanbic IBTC Pension Plan and get them set for retirement. Send an email to CallMe@stanbicibtc.com to get started.​
#ITCANBE",1230.0,1112.0,1112.0,3.9,4.32,48.0,33.0,33.0,15.0,0.0
2023-04-26 12:18:00,Photo,Blessing Ubah,"We're about to bloom and it's going to be epic! The Bloom Conference 1.0 by Stanbic IBTC is the place to be, with inspiring speakers like Sola David-Borha, Powede Awujo, Hadiza Garbati, Nicole Chikwe, and more. Visit the link in our bio and click 'Bloom Conference 1.0' to register.
#GoBloom
#ITCANBE",1217.0,1112.0,1112.0,8.79,9.62,107.0,31.0,31.0,73.0,3.0
2023-01-26 18:39:00,Photo,Blessing Ubah,"We’re making dreams possible, one student at a time.
Apply now for the Stanbic IBTC University Scholarship! 
Visit here: https://bit.ly/StanbicIBTCUniversityScholarship

#StanbicIBTCScholarship
#StanbicIBTCScholarship2023​
#ITCANBE",1220.0,1112.0,1112.0,2.3,2.52,28.0,22.0,22.0,2.0,4.0
2022-08-26 18:25:00,Photo,Blessing Ubah,"Dear parents, here is a little game to refresh your child’s memory and yours. 😁 
#ITCANBE",2228.0,1112.0,1112.0,1.17,2.34,26.0,23.0,23.0,2.0,1.0
2022-08-16 11:17:00,Photo,Blessing Ubah,"Too much ‘swallow’ in the night won’t give you that perfect body shape you always admire. 😏 
#ITCANBE",1209.0,1112.0,1112.0,2.15,2.34,26.0,22.0,22.0,4.0,0.0
2022-02-19 11:49:00,Photo,Blessing Ubah,"Every thought of you should put smiles on their faces. 
Get them sorted by writing a Will today.
Visit the link in our bio and click ‘Enquiries’ to start your Will writing process.
#ITCANBE",1195.0,1112.0,1112.0,2.26,2.43,27.0,21.0,21.0,4.0,2.0
2021-11-18 09:08:00,Carousel,Other,"Two more days to go! 

With our help, Kausar can regain her confidence to interact with peers as equals and continue her education. 

Join us as we walk #VirtualT4AL2021 for all the children with limb loss.

Start walking virtually via our #Together4ALimb web app to stand a chance to win a surprise from us.

Visit the link in our bio and click on 'Together4ALimb' to begin. 

#ITCANBE
T&Cs apply",1372.0,1112.0,1112.0,2.92,3.6,40.0,28.0,28.0,12.0,0.0
2021-10-24 07:47:00,Photo,Blessing Ubah,"‘I be beta pesin’ doesn’t work with sharing your passwords.

Stay safe and never share your banking details with anyone. 

#ITCANBE",1183.0,1112.0,1112.0,1.61,1.71,19.0,17.0,17.0,1.0,1.0
2022-10-24 13:57:00,Photo,Blessing Ubah,"A new and improved gateway to the stock market is coming.​
Are you ready? 😎​
#StartWithZero​
#ITCANBE",1155.0,1110.0,1110.0,3.03,3.15,35.0,30.0,30.0,3.0,2.0
2022-07-30 15:29:00,Photo,Blessing Ubah,"Are you looking to invest in the stock market? Let’s guide you through your investment journey.​
Visit www.stanbicibtcstockbrokers.com to get started or send an email to StartWithZero@stanbicibtc.com.​
#ITCANBE",1210.0,1110.0,1110.0,1.49,1.62,18.0,16.0,16.0,1.0,1.0
2022-09-22 13:44:00,Carousel,Blessing Ubah,"You can Bank with the easy code. ​
Dial *909# now to begin! ​
#ITCANBE",1362.0,1107.0,1107.0,2.79,3.43,38.0,23.0,23.0,12.0,3.0
2022-09-15 17:37:00,Photo,Blessing Ubah,"Over here, we always like to see win-win scenarios . 
Let’s walk you down the path of an extraordinary future. 
Visit https://bit.ly/GoForAnExtraordinaryFuture to switch to Stanbic IBTC Pension Managers

#ITCANBE
#GoForAnExtraordinaryFuture",1200.0,1107.0,1107.0,1.83,1.99,22.0,13.0,13.0,7.0,2.0
2022-05-19 14:05:00,Photo,Blessing Ubah,"Get up to 10% cashback on POS and Web spend when you pay using your Stanbic IBTC Visa Credit Card.
Promo is valid till 15 June 2022.
#GoForIt
#ITCANBE",1194.0,1107.0,1107.0,2.35,2.53,28.0,16.0,16.0,12.0,0.0
2022-02-23 19:30:00,Photo,Blessing Ubah,"Youth Leadership Series (YLS) is back! 
Anticipate…
#YLS2022
#Becoming 
#ITCANBE",1173.0,1107.0,1107.0,2.05,2.17,24.0,21.0,21.0,3.0,0.0
2022-02-11 08:57:00,Photo,Blessing Ubah,"Protect the people and the things you cherish with the #BestInsuranceDeals from us.
Visit the link in our bio and click ‘Let’s help you get the best insurance deals' to begin
#ITCANBE
#GoForIt",1165.0,1107.0,1107.0,2.49,2.62,29.0,25.0,25.0,3.0,1.0
2023-03-23 09:51:00,Photo,Damilare Oyekanmi,"As we celebrate #FinancialLiteracyDay, take charge of your financial future by gaining the right knowledge and empowering yourself today!",1228.0,1105.0,1105.0,2.93,3.26,36.0,25.0,25.0,11.0,0.0
2023-01-05 12:38:00,Photo,Blessing Ubah,"Start off the new year making impact!
Invest in the Stanbic IBTC Infrastructure Fund today!
Send a mail to infrafund@stanbicibtc.com to begin.
#ITCANBE",1212.0,1105.0,1105.0,2.56,2.81,31.0,18.0,18.0,13.0,0.0
2022-08-29 16:55:00,Photo,Blessing Ubah,"Celebrating the life of a loved one is easier when you’re not in a fix trying to give them the send-forth they deserve. 
Hold on to the good memories as you cash in on the Funeral Insurance Plan with Stanbic IBTC Insurance Brokers. 
Visit https://bit.ly/LifeFuneralPlanInsurance to get started. 
#ITCANBE",1669.0,1105.0,1105.0,1.74,2.62,29.0,29.0,29.0,0.0,0.0
2022-04-20 13:00:00,Video,Sophia Amuka,"Staying in business is easier when you have adequate insurance cover.
We held a webinar recently to explore the necessity of insurance for business owners. Click https://bit.ly/StayINBusinessWebinar to watch the webinar replay.
#ITCANBE",1237.0,1105.0,1105.0,1.62,1.81,20.0,17.0,17.0,3.0,0.0
2021-09-20 18:30:00,Photo,Blessing Ubah,"The key elements in ensuring Net Zero Emission is powering our environment with clean energy, replacing polluting coal, gas and oil-fired power stations with renewable energy sources, such as wind or solar farms.
#StanbicIBTCSW2021 
#WorkingTowardsNetZeroEmissions
#ITCANBE",1215.0,1105.0,1105.0,1.89,2.08,23.0,22.0,22.0,1.0,0.0
2020-06-30 08:00:00,Photo,Aramide Salami,Social media has evolved over the years into a global village and has helped friends and family keep in touch and bonded. Happy #SocialMediaDay. #ItCanBe,1143.0,1105.0,1105.0,4.11,4.25,47.0,45.0,45.0,1.0,1.0
2020-06-24 16:26:00,Video,Other,"With us in your corner, your retirement will be a holiday. If you want to be a part of our Financial Fitness sessions where you can learn how to #HappenToLife, send us your details by clicking the link in our bio and we'll reach out to you. 
Don’t forget to #StaySafe and follow basic protective measures like maintaining social distancing, not going out without a mask, and washing and sanitising your hands regularly. #WealthWednesday",1254.0,1105.0,1105.0,4.78,5.43,60.0,34.0,34.0,24.0,2.0
2023-02-14 10:17:00,Photo,Blessing Ubah,"Take your ‘bae’ to see the world with peace of mind when you leverage the Stanbic IBTC Motor Insurance Policy. ​​​
Visit https://bit.ly/ValentineCampaign2023 to get started.​​​
#GoForLife​ ​​
#ITCANBE",1187.0,1103.0,1103.0,2.02,2.18,24.0,19.0,19.0,4.0,1.0
2023-01-09 10:08:00,Photo,Blessing Ubah,"The energy we’re starting the year with!
Here’s to going for our 2023 goals with passion 💪🏾 
#GoForIt
#MotivationMonday
#ITCANBE",1201.0,1103.0,1103.0,2.25,2.45,27.0,19.0,19.0,8.0,0.0
2022-09-23 10:18:00,Photo,Blessing Ubah,"Looking for a great way to invest? 
With the FGN Retail Savings Bond, you are sure of competitive returns.​
Send an email to CallMe@stanbicibtc.com to get started.​​
#ITCANBE",1176.0,1103.0,1103.0,2.89,3.08,34.0,21.0,21.0,13.0,0.0
2022-03-01 19:08:00,Photo,Other,"Join us in the Youth Leadership Series, and let’s discuss how to plan life in the unraveling of a successful career.
You don’t want to miss out!
Register Now: https://bit.ly/StanbicIBTCYLS2022
#YLS2022
#ITCANBE",1201.0,1103.0,1103.0,3.0,3.26,36.0,23.0,23.0,11.0,2.0
2022-02-13 18:00:00,Photo,Blessing Ubah,"Has your old phone seen better days and begging for a permanent retirement? 😉 
Our Stanbic IBTC Device Financing is here to help you get a new one.
Dial *909*21# to get started.
#ITCANBE",1193.0,1103.0,1103.0,1.84,1.99,22.0,21.0,21.0,1.0,0.0
2022-09-06 14:20:00,Photo,Blessing Ubah,"It takes all hands to plant, harvest, and feed the nation. 
Stay tuned for more
#ITCANBE​
#GoForGrowth",1203.0,1102.0,1102.0,1.58,1.72,19.0,18.0,18.0,0.0,1.0
2022-08-14 18:52:00,Video,Blessing Ubah,"Imagine a world where wishes were truly horses.
Your dreams can be with the Stanbic IBTC Pension, visit  https://bit.ly/StanbicIBTCPensionExtraordinary today.
#ITCANBE
#GoForAnExtraordinaryFuture",1202.0,1102.0,1102.0,2.16,2.36,26.0,22.0,22.0,1.0,3.0
2021-11-10 18:23:00,Photo,Blessing Ubah,"Staying cybersmart in these times is a necessity. 
Incase you missed it, here are some highlights from our Cybersecurity webinar for you.
Visit this link to watch the replay - bit.ly/StanbicIBTCCybersecurityWebinar

#Cybersecurity 
#ITCANBE",1209.0,1102.0,1102.0,2.65,2.9,32.0,25.0,25.0,5.0,2.0
2023-02-07 16:47:00,Photo,Blessing Ubah,"Get prepared for more!​
Anticipate Youth Leadership Series 2023.​
#YLS2023​
#ITCANBE",1197.0,1100.0,1100.0,2.42,2.64,29.0,20.0,20.0,5.0,4.0
2023-01-19 16:48:00,Photo,Damilare Oyekanmi,"Last year, through our CSI community initiative, we were able to empower over 240 000 individuals and beyond. Let's strive to achieve even greater results this year!

#ThrowbackThursday
#ITCANBE",1200.0,1100.0,1100.0,2.83,3.09,34.0,30.0,30.0,4.0,0.0
2022-11-25 19:29:00,Photo,Other,"#Repost @ariyiikedimples 
• • • • • •
Every child should live a full and happy life regardless of disability. For the past 8 years, Stanbic IBTC has continued to support children living with limb loss with prosthesis and education trust; towards a better future. 
 
I'll be joining Stanbic IBTC on the #Together4ALimb walk
tomorrow morning at 8am to raise awareness for these amazing warriors. Please join me as we make a difference together. 
Click on the link below to download the Steps by Stanbic IBTC app today. @stanbicibtc 

10 people stand a chance to win #5000 internet vouchers. Ensure you share evidence of participation to win
#Together4ALimb 
#ITCANBE",1209.0,1100.0,1100.0,1.57,1.73,19.0,18.0,18.0,1.0,0.0
2021-05-24 13:00:00,Photo,Kemi Amoo,"What is the Blue Blossom Account and how do we benefit from it?
Join us today at 2 pm on Twitter with @MissTechyNG and Remilekun Ishola as they discuss the benefits of having a Blue Blossom Account.
#BlossomMoments
#BlueTalks",1201.0,1100.0,1100.0,2.33,2.55,28.0,27.0,27.0,0.0,1.0
2022-07-13 11:51:00,Photo,Blessing Ubah,"Fly anywhere with peace of mind when you take advantage of the Stanbic IBTC’s Travel Insurance Policy. 
For more information, visit https://bit.ly/StanbicIBTCTravelInsurance or send an email to insurancesolution@stanbicibtc.com to get started.
#WealthWednesday
#ITCANBE
#GoForIt",1174.0,1098.0,1098.0,1.11,1.18,13.0,8.0,8.0,4.0,1.0
2022-05-27 14:17:00,Video,Other,"Reposted from @opeyemi_oluwa
 My name is Nancy and I will happy if I win this 27,000 to buy an educational Tablet computer. 
Age: 11years
@stanbicibtc 
#mydreamscanbe 
#icanbe",1211.0,1098.0,1098.0,80.68,88.98,977.0,894.0,894.0,83.0,0.0
2022-04-01 07:25:00,Photo,Blessing Ubah,"We wish you loads of peace, prosperity and success this new month.
Happy new month! 💙 
#Newmonth
#ITCANBE",1166.0,1098.0,1098.0,3.09,3.28,36.0,36.0,36.0,0.0,0.0
2022-03-19 11:10:00,Photo,Other,"Sustainable Development Goal (SDG) 5 is focused on providing women with equal access to education, health care, decent work and representation in political and economic decision making. 
Visit the link in our bio and click  on ‘Sustainability Saturday’ to know more about SDG 5
#SDG5
#GenderEquality
#SustainabilitySaturday
#ITCANBE",1176.0,1098.0,1098.0,1.87,2.0,22.0,18.0,18.0,3.0,1.0
2021-12-08 14:55:00,Video,Other,,1193.0,1098.0,1098.0,4.11,4.46,49.0,46.0,46.0,3.0,0.0
2021-09-11 09:54:00,Photo,Other,"'Risk and investment are on opposite sides of the same coin. High risk can equal high rewards' - Jide Allo
#RetireFit 
#ITCANBE",1189.0,1098.0,1098.0,2.19,2.37,26.0,26.0,26.0,0.0,0.0
2023-05-16 18:19:00,Photo,Blessing Ubah,"The streets are not smiling. ​
Be sure to protect your PIN when using the ATM. If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ScamAlert​
#ITCANBE",1188.0,1096.0,1096.0,2.19,2.37,26.0,24.0,24.0,0.0,2.0
2023-02-17 14:18:00,Photo,Blessing Ubah,"Don’t let the future of your family be uncertain; let us help you protect it with a Will. Send an email to callme@stanbicibtc.com to get started​.​

#ITCANBE",1148.0,1096.0,1096.0,3.4,3.56,39.0,20.0,20.0,18.0,1.0
2022-08-04 16:35:00,Photo,Blessing Ubah,"Don’t leave a legacy of pain and heartache for your loved ones after your demise, set up a Will today.
Visit https://bit.ly/StanbicIBTCTrustees to get started. 
#ITCANBE",1234.0,1096.0,1096.0,1.78,2.01,22.0,20.0,20.0,0.0,2.0
2021-11-07 09:10:00,Video,Other,"Set your children up for greatness in life, open a Stanbic IBTC Education Trust for them today!
Visit the link in our bio and click ‘Save towards your children’s education with a Stanbic IBTC Education Trust’ to begin!

#ITCANBE",1176.0,1096.0,1096.0,3.15,3.38,37.0,23.0,23.0,14.0,0.0
2021-03-15 18:01:00,Video,Other,"If you think your crew has what it takes to join the #SwitchGengDanceChallenge, let's see it! 
All you need to do is:
1. Recreate this scene and share your video on your page with the hashtag #SwitchGengChallenge tagging @StanbicIBTC
2. We repost on our page tagging you and you then get your friends and family to like the video on our page.

Visit https://bit.ly/SwitchGengDanceChallengeTandC
to read the T&Cs.

#SwitchGeng
#SwitchGengDanceChallenge 
#ITCANBE",1187.0,1096.0,1096.0,1.85,2.01,22.0,21.0,21.0,0.0,1.0
2023-05-27 08:00:00,Video,Sophia Amuka,"A scribble today, a masterpiece tomorrow. Children are the hope of a brighter future.

Happy Children’s Day from your one-stop financial solutions partner!

#ITCANBE",1192.0,1095.0,1095.0,3.44,3.74,41.0,39.0,39.0,0.0,2.0
2023-02-09 19:02:00,Photo,Blessing Ubah,"Join the ranks of over 200 successful students and apply for the 2023 Stanbic IBTC University Scholarship today! 
Visit here to get started: https://bit.ly/StanbicIBTCUniversityScholarship​​ ​
Application ends on Sunday, 11 February 2023.​

​#StanbicIBTCScholarship​
#StanbicIBTCScholarship2023​​
#ITCANBE​",1186.0,1095.0,1095.0,2.78,3.01,33.0,29.0,29.0,2.0,2.0
2023-02-02 14:41:00,Photo,Damilare Oyekanmi,"You enjoy freedom when you #retirewell with the Stanbic IBTC pension plan. For a memorable retirement, visit www.stanbicibtcpension.com now.

#GoForIt",1165.0,1095.0,1095.0,2.23,2.37,26.0,15.0,15.0,10.0,1.0
2022-11-07 14:17:00,Photo,Blessing Ubah,"Dear medical practitioner, you can now access over N10m loan to grow your healthcare business.

Visit https://bit.ly/StanbicIBTCBCCThematicCampaign​ to choose Stanbic IBTC as your growth partner today
#GoForGrowth
#ITCANBE",1224.0,1095.0,1095.0,1.72,1.92,21.0,19.0,19.0,2.0,0.0
2022-07-16 12:55:00,Photo,Blessing Ubah,"If you can identify yourself in any of these, then you are wrong oh! 
Please take precaution while driving in the rain this season. 
If you fall in the fourth category, we are here to give the right Insurance cover.
#ITCANBE",1174.0,1095.0,1095.0,0.6,0.64,7.0,7.0,7.0,0.0,0.0
2021-12-11 09:26:00,Video,Blessing Ubah,"Having issues setting up your 3S Banking mandates?

Watch the video to learn how to step up your 3S Banking mandate in eight easy steps.

#ITCANBE",1247.0,1095.0,1095.0,2.41,2.74,30.0,20.0,20.0,7.0,3.0
2022-12-17 17:30:00,Photo,Other,"Cruise around with confidence this December knowing that you are covered.

For the best motor insurance deals, call 01 277 0394 or send an email to insurancesolution@stanbicibtc.com

#ITCANBE",1174.0,1093.0,1093.0,1.45,1.56,17.0,17.0,17.0,0.0,0.0
2022-07-17 13:32:00,Photo,Blessing Ubah,"One way to keep your social media accounts safe always is by enabling password authentication.
Stay scam alert!
#ITCANBE",1173.0,1093.0,1093.0,1.45,1.56,17.0,13.0,13.0,4.0,0.0
2021-09-07 19:24:00,Video,Other,"Listen to Yemi Chukwurah as she shared insights and benefits of the Africa-China Trade facilitated by Stanbic IBTC at the ACTS 2021 webinar which held earlier this week.

To know more, watch the webinar replay here - https://bit.ly/StanbicIBTCACTS2021Replay

#ITCANBE",1219.0,1093.0,1093.0,2.38,2.65,29.0,26.0,26.0,2.0,1.0
2020-01-22 20:16:00,Video,Other,"Let your money work for you now and even in retirement. Increase your retirement payout by contributing to your pension fund. Call 01 270 6000 or email pensionsolution@stanbicibtc.com to learn more.
#WealthWednesday",1254.0,1093.0,1093.0,4.23,4.85,53.0,44.0,44.0,8.0,1.0
2022-04-06 17:16:00,Photo,Other,"Ade invested some money in a few funds last year and is determined to invest more this year, but doesn’t know where and how to start.
Our #InvestForMore live session is the best place for Ade to learn how to take his investment game a notch higher. 
Want to learn too?
Join us on Friday 08 April by 11 am (WAT), on Facebook, LinkedIn and YouTube Live to get tips!
#GoForIt
#ITCANBE",1153.0,1091.0,1091.0,1.56,1.65,18.0,18.0,18.0,0.0,0.0
2021-06-17 17:29:00,Video,Other,"The Love Home Orphanage, which has been in existence since 2005 was created with the central objective of providing care and relief for the abandoned and abused children. As part of our Corporate Social Investment (CSI), we donated funds for the procurement of school and medical supplies for the children.",1196.0,1091.0,1091.0,2.42,2.66,29.0,29.0,29.0,0.0,0.0
2022-07-24 09:03:00,Photo,Blessing Ubah,"Trade easier and better with us. 
Visit www.stanbicibtcstockbrokers.com to explore all the new features on our Stockbrokers website.​
#ITCANBE ​
#Stockbroking 
#StanbicIBTCStockbrokers",1168.0,1090.0,1090.0,2.14,2.29,25.0,15.0,15.0,10.0,0.0
2022-05-20 10:51:00,Photo,Blessing Ubah,"Tomorrow, we learn how to 'Break The Glass Ceiling' in the tech industry😉
Visit https://bit.ly/StanbicIBTCWomenInTech to register now.
#WomenInTech
#ITCANBE",1219.0,1090.0,1090.0,2.21,2.48,27.0,25.0,25.0,0.0,2.0
2022-05-04 17:01:00,Photo,Blessing Ubah,"Get your pension certificate at the click of a button. 
Visit your App Store right away to download the Super App!​
#ITCANBE",1213.0,1090.0,1090.0,1.65,1.83,20.0,18.0,18.0,2.0,0.0
2022-04-09 07:54:00,Photo,Blessing Ubah,"At Stanbic IBTC, we are focused on ensuring inclusive quality education and promoting lifelong learning opportunities for all.

#QualityEducation
#SustainabilitySaturday
#ITCANBE",1135.0,1090.0,1090.0,1.85,1.93,21.0,21.0,21.0,0.0,0.0
2021-09-11 10:22:00,Video,Other,"""If we do not take care of our health properly ,we will end up using all the funds we have saved up for medications."" - Nike Bajomo
#RetireFit 
#ITCANBE",1204.0,1090.0,1090.0,2.66,2.94,32.0,32.0,32.0,0.0,0.0
2022-12-16 12:16:00,Photo,Blessing Ubah,"Shop till you drop at the FUZE Festival Marketplace 😉

Register now to attend - https://bit.ly/StanbicIBTCFuzeFestivalApp 

Attendance is free!

#IgniteYourFUZE 
#FuzeFestival
#ITCANBE",1142.0,1088.0,1088.0,2.45,2.57,28.0,21.0,21.0,7.0,0.0
2022-04-27 16:01:00,Carousel,Other,"We know you have a lot of questions as regards writing a Will. We have gathered few questions being asked in respect to our Will writing services, and thought to provide you answers. Please, read on.
 
#WealthWednesday
#GoForIt
#ITCANBE",1368.0,1088.0,1088.0,2.78,3.49,38.0,25.0,25.0,12.0,1.0
2023-05-01 07:00:00,Video,Blessing Ubah,"May your days be filled with sunshine, laughter, and love 🤗 
#HappyNewMonth Fam!
#WelcomeToMay 
#ITCANBE",1165.0,1086.0,1086.0,3.52,3.78,41.0,35.0,35.0,4.0,2.0
2022-12-24 19:31:00,Photo,Blessing Ubah,"How do FGN Bonds work?​
What is the ROI if I invest?​
How much do I need to start investing?​
Send an email now to CallMe@stanbicibtc.com to get all the answers you need.​
#ITCANBE",1187.0,1086.0,1086.0,2.02,2.21,24.0,16.0,16.0,8.0,0.0
2022-07-19 18:40:00,Photo,Blessing Ubah,"‘My money grows like grass’, but you are not investing it?
How is that even possible 😒 
Visit https://advisory.stanbicibtc.com/ let’s show you how it’s done
#ITCANBE",1164.0,1086.0,1086.0,1.8,1.93,21.0,20.0,20.0,1.0,0.0
2022-03-07 16:56:00,Photo,Blessing Ubah,"Don't you think you need a new phone?
Our Stanbic IBTC Device Financing has got you covered!
Dial *909*21# to get started.
#ITCANBE",1175.0,1086.0,1086.0,1.19,1.29,14.0,12.0,12.0,2.0,0.0
2022-02-21 09:30:00,Photo,Blessing Ubah,"You’ve got all it takes to be anything you want.
Now go for it!
#PowerUpMonday
#MondayMotivation
#ITCANBE",1150.0,1086.0,1086.0,2.0,2.12,23.0,22.0,22.0,0.0,1.0
2022-09-08 12:32:00,Photo,Blessing Ubah,"We see you, having sleepless nights, going the extra mile all for that dream.​
We’ve got you all the way!​
Visit https://bit.ly/StanbicIBTCPensionExtraordinary  to get started.​
#ITCANBE​
#GoForAnExtraordinaryFuture​",1153.0,1085.0,1085.0,2.08,2.21,24.0,23.0,23.0,0.0,1.0
2022-08-17 12:10:00,Photo,Blessing Ubah,"Which teams are playing in the #HiFL2022 quarterfinals? 
More updates coming soon!

#HiFLStanbicIBTC
#ITCANBE",1123.0,1085.0,1085.0,1.6,1.66,18.0,15.0,15.0,3.0,0.0
2022-03-30 09:08:00,Photo,Blessing Ubah,"We understand the impact of the high cost of funds on players in the agricultural sector and are continuously supporting players in that space. 
One of such initiatives is our partnership with the Central Bank of Nigeria (CBN) which is targeted at providing intervention funds for operators in the agri-business value chain. 
For more insights on this, watch the replay of our 2022 Virtual Economic Outlook webinar here: https://bit.ly/StanbicIBTC2022EconomicOutlook
#ITCANBE
#economicoutlook",1198.0,1085.0,1085.0,1.34,1.47,16.0,16.0,16.0,0.0,0.0
2022-03-04 09:03:00,Photo,Blessing Ubah,"Another opportunity to invest in the FGN Bonds is here!
Invest now for more returns. Send an email to stockbroking@stanbicibtc.com to get started.
#ITCANBE",1185.0,1085.0,1085.0,2.19,2.4,26.0,23.0,23.0,1.0,2.0
2022-08-13 07:49:00,Photo,Blessing Ubah,"At Stanbic IBTC, we believe that every child deserves a quality education and lifelong learning opportunities.
#SustainabilitySaturday
#ITCANBE",1195.0,1083.0,1083.0,1.42,1.57,17.0,14.0,14.0,1.0,2.0
2022-04-08 10:03:00,Photo,Other,"Get ready to learn how to #InvestForMore!
Come with all the questions you have on investing and we’ll answer them!
Venue: Facebook, LinkedIn and YouTube Live
#InvestForMore
#GoForIt
#ITCANBE",1197.0,1083.0,1083.0,2.26,2.49,27.0,23.0,23.0,4.0,0.0
2021-09-17 17:53:00,Video,Other,"All you need to do is take a screenshot of the geng you rep in the video, then post on your timeline and tag @stanbicibtc to stand a chance to win airtime from us.
Ts&Cs apply - https://bit.ly/StanbicIBTC909GiveawayTandC

#ITCANBE",1244.0,1083.0,1083.0,2.89,3.32,36.0,27.0,27.0,9.0,0.0
2021-08-18 08:50:00,Photo,Other,"#Repost @hiflnigeria
...
HiFL 2021 Quarter Final Fixtures

Now that the boys have been separated
 from the Men, who do you think will be the champion this season?? 

Let's know in the comments section. 

#ITCANBE",1190.0,1083.0,1083.0,1.43,1.57,17.0,16.0,16.0,1.0,0.0
